project_name,filename,filepath,commit_id,parent_commit,#different_loc
Hystrix,HystrixRequestCache.java,hystrix-core/src/main/java/com/netflix/hystrix/HystrixRequestCache.java,c51bd7ef07,e346830f04,15
Hystrix,HystrixRequestEventsJsonStream.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/requests/stream/HystrixRequestEventsJsonStream.java,3c4bda7fa2,fbed295e1b,29
Hystrix,HystrixRequestEventsJsonStream.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/requests/stream/HystrixRequestEventsJsonStream.java,80e88a89ac,51291c5ba2,2
Hystrix,HystrixRequestEventsJsonStream.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/requests/stream/HystrixRequestEventsJsonStream.java,895314ed6c,35242d34c0,183
Hystrix,HystrixRequestEventsSseServlet.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/requests/stream/HystrixRequestEventsSseServlet.java,1a303600ed,523d997b1d,9
Hystrix,HystrixRequestEventsSseServlet.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/requests/stream/HystrixRequestEventsSseServlet.java,f1bb9c9d2e,62de3217d9,80
Hystrix,HystrixRequestEventsStream.java,hystrix-contrib/hystrix-reactivesocket-event-stream/src/main/java/com/netflix/hystrix/contrib/reactivesocket/requests/HystrixRequestEventsStream.java,3bf3126ba4,f6e1eb87b8,4
Hystrix,HystrixRequestLog.java,hystrix-core/src/main/java/com/netflix/hystrix/HystrixRequestLog.java,706a0f267e,b4c3363dcf,24
Hystrix,HystrixRollingNumber.java,hystrix-core/src/main/java/com/netflix/hystrix/util/HystrixRollingNumber.java,49bd481df0,9002320880,89
Hystrix,HystrixRollingNumber.java,hystrix-core/src/main/java/com/netflix/hystrix/util/HystrixRollingNumber.java,ae7aedda84,e68ed42471,93
Hystrix,HystrixRollingNumber.java,hystrix-core/src/main/java/com/netflix/hystrix/util/HystrixRollingNumber.java,dbd322698b,75f663d193,9
Hystrix,HystrixRollingPercentile.java,hystrix-core/src/main/java/com/netflix/hystrix/util/HystrixRollingPercentile.java,ae7aedda84,e68ed42471,144
Hystrix,HystrixRollingPercentile.java,hystrix-core/src/main/java/com/netflix/hystrix/util/HystrixRollingPercentile.java,b33622a5e5,97749b78d6,48
Hystrix,HystrixSampleSseServlet.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/sample/stream/HystrixSampleSseServlet.java,6b857d094f,7c33691135,324
Hystrix,HystrixSampleSseServlet.java,hystrix-contrib/hystrix-metrics-event-stream/src/main/java/com/netflix/hystrix/contrib/sample/stream/HystrixSampleSseServlet.java,a2ee1c49e1,151a4a0831,9
Hystrix,HystrixServoMetricsPublisherAbstract.java,hystrix-contrib/hystrix-servo-metrics-publisher/src/main/java/com/netflix/hystrix/contrib/servopublisher/HystrixServoMetricsPublisherAbstract.java,65c99c05fb,5b12dc8c7c,5
Hystrix,HystrixServoMetricsPublisherCollapser.java,hystrix-contrib/hystrix-servo-metrics-publisher/src/main/java/com/netflix/hystrix/contrib/servopublisher/HystrixServoMetricsPublisherCollapser.java,b716fe6dfa,857b13b028,12
