project_name,filename,filepath,commit_id,parent_commit,#different_loc
Openmicroscopy,CategoryEventHandler.java,SRC/org/openmicroscopy/shoola/agents/browser/ui/CategoryEventHandler.java,580456d8d5,748c1fc6c3,19
Openmicroscopy,ChainPaletteCanvas.java,SRC/org/openmicroscopy/shoola/agents/chainbuilder/piccolo/ChainPaletteCanvas.java,0325665c5e,bb508b4a18,29
Openmicroscopy,ChannelComponent.java,components/common/src/org/openmicroscopy/omero/model/ChannelComponent.java,c1de1e50e4,c69d196330,32
Openmicroscopy,ChannelMetadataLoader.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/ChannelMetadataLoader.java,e5924527fa,8eee37fac5,2
Openmicroscopy,ChannelMetadataLoader.java,SRC/org/openmicroscopy/shoola/agents/imviewer/ChannelMetadataLoader.java,e5924527fa,8eee37fac5,2
Openmicroscopy,ColoredButton.java,SRC/org/openmicroscopy/shoola/util/ui/ColoredButton.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,Colors.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/Colors.java,e5924527fa,8eee37fac5,2
Openmicroscopy,ColourSliderUI.java,SRC/org/openmicroscopy/shoola/util/ui/colourpicker/ColourSliderUI.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,ContainersManager.java,SRC/org/openmicroscopy/shoola/agents/treeviewer/browser/ContainersManager.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,DataFilter.java,SRC/org/openmicroscopy/shoola/agents/dataBrowser/DataFilter.java,631cf62fb7,29d1af182c,12
Openmicroscopy,DataManagerCtrl.java,SRC/org/openmicroscopy/shoola/agents/datamng/DataManagerCtrl.java,bd2f75302e,dceffb4051,15
Openmicroscopy,DataServicesFactory.java,SRC/org/openmicroscopy/shoola/env/data/DataServicesFactory.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,DatasetEditorBar.java,SRC/org/openmicroscopy/shoola/agents/datamng/editors/DatasetEditorBar.java,efeca03dc7,4b0b5cb302,30
Openmicroscopy,DBPatchCheck.java,components/server/src/ome/services/util/DBPatchCheck.java,44c92c045d,02a9e19179,2
Openmicroscopy,DialogControl.java,SRC/org/openmicroscopy/shoola/env/ui/tdialog/DialogControl.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,EmptyIterator.java,components/common/src/ome/util/EmptyIterator.java,b3c826b6ba,4a09d5adc2,2
Openmicroscopy,EventMethodInterceptor.java,components/server/src/ome/tools/hibernate/EventMethodInterceptor.java,0b108e0539,db4135820d,9
Openmicroscopy,ExecutionsModel.java,SRC/org/openmicroscopy/shoola/agents/executions/ui/model/ExecutionsModel.java,a3137dab26,67e28dac9a,49
Openmicroscopy,Executor.java,components/server/src/ome/services/util/Executor.java,bcb0abbadf,c0f9ccbea4,4
Openmicroscopy,experimenter_form.html,components/tools/OmeroWeb/omeroweb/webadmin/templates/webadmin/experimenter_form.html,00cf615784,8cf4c317c5,62
Openmicroscopy,FilterContext.java,SRC/org/openmicroscopy/shoola/env/data/util/FilterContext.java,71e382cfe7,335461a3bb,25
Openmicroscopy,FindPaneUI.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/clipboard/finder/FindPaneUI.java,181dd1b9fe,1f177c3e62,73
Openmicroscopy,GraphicsPaneUI.java,SRC/org/openmicroscopy/shoola/agents/imviewer/rnd/GraphicsPaneUI.java,eaf482579d,7cd56ca86c,79
Openmicroscopy,GuiCommonElements.java,components/tools/OmeroImporter/src/ome/formats/importer/gui/GuiCommonElements.java,844e0fde44,cb858152d4,11
